idx,premiseID,time,dailyDelivered,Temp
477,16206,2020-04-22 00:00:00,10450.44,54.35041667
478,16206,2020-04-23 00:00:00,10452.96,56.40125
479,16206,2020-04-24 00:00:00,10437.0525,56.32916667
480,16206,2020-04-25 00:00:00,10450.5975,50.77125
481,16206,2020-04-26 00:00:00,10458.4725,51.70708333
482,16206,2020-04-27 00:00:00,9823.27499999999,56.27041667
483,16206,2020-04-28 00:00:00,10522.4175,61.93958333
484,16206,2020-04-29 00:00:00,10499.1075,62.965
485,16206,2020-04-30 00:00:00,10494.54,56.15958333
486,16206,2020-05-01 00:00:00,10517.6925,61.965
487,16206,2020-05-02 00:00:00,10526.985,67.86083333
488,16206,2020-05-03 00:00:00,10518.9525,54.88166667
489,16206,2020-05-04 00:00:00,10500.3675,58.57625
490,16206,2020-05-05 00:00:00,10481.1525,55.08625
491,16206,2020-05-06 00:00:00,9340.2225,54.08208333
492,16206,2020-05-07 00:00:00,10207.26,54.38333333
493,16206,2020-05-08 00:00:00,10169.6175,56.80791667
494,16206,2020-05-09 00:00:00,10179.3825,48.02333333
495,16206,2020-05-10 00:00:00,10162.845,51.98833333
496,16206,2020-05-11 00:00:00,10110.555,50.45458333
497,16206,2020-05-12 00:00:00,10140.795,40.18166667
498,16206,2020-05-13 00:00:00,10153.395,47.92416667
499,16206,2020-05-14 00:00:00,10189.1475,58.36333333
500,16206,2020-05-15 00:00:00,10189.62,57.03041667
501,16206,2020-05-16 00:00:00,10180.6425,55.05083333
502,16206,2020-05-17 00:00:00,10157.0175,59.57541667
503,16206,2020-05-18 00:00:00,10171.8225,56.4175
504,16206,2020-05-19 00:00:00,10177.4925,65.71708333
505,16206,2020-05-20 00:00:00,10170.72,70.82041667
506,16206,2020-05-21 00:00:00,10162.6875,72.43875
507,16206,2020-05-22 00:00:00,10162.215,61.17
508,16206,2020-05-23 00:00:00,10166.94,64.66916667
509,16206,2020-05-24 00:00:00,10123.9425,63.92458333
510,16206,2020-05-25 00:00:00,10121.7375,50.745
511,16206,2020-05-26 00:00:00,10125.99,54.08958333
512,16206,2020-05-27 00:00:00,10139.535,62.335
513,16206,2020-05-28 00:00:00,10117.9575,66.61458333
514,16206,2020-05-29 00:00:00,10067.5575,64.40916667
515,16206,2020-05-30 00:00:00,10022.1975,69.52208333
516,16206,2020-05-31 00:00:00,10014.6375,69.38583333
517,16206,2020-06-01 00:00:00,12356.505,70.04708333
518,16206,2020-06-02 00:00:00,13370.49,74.66416667
519,16206,2020-06-03 00:00:00,13417.5825,76.38833333
520,16206,2020-06-04 00:00:00,13428.9225,73.37625
521,16206,2020-06-05 00:00:00,13427.82,74.93875
522,16206,2020-06-06 00:00:00,13390.65,75.82041667
523,16206,2020-06-07 00:00:00,13390.1775,68.99875
524,16206,2020-06-08 00:00:00,13359.78,69.24458333
525,16206,2020-06-09 00:00:00,13313.0025,60.22875
526,16206,2020-06-10 00:00:00,13393.3275,56.125
527,16206,2020-06-11 00:00:00,13411.5975,65.09375
528,16206,2020-06-12 00:00:00,13416.795,68.46583333
529,16206,2020-06-13 00:00:00,13414.4325,72.07666667
530,16206,2020-06-14 00:00:00,13430.34,71.02625
531,16206,2020-06-15 00:00:00,13398.525,76.97375
532,16206,2020-06-16 00:00:00,13046.355,72.0275
533,16206,2020-06-17 00:00:00,13746.6,74.37458333
534,16206,2020-06-18 00:00:00,13671.0,73.21458333
535,16206,2020-06-19 00:00:00,11445.3675,62.3525
536,16206,2020-06-20 00:00:00,13567.05,58.44875
537,16206,2020-06-21 00:00:00,13575.87,66.935
538,16206,2020-06-22 00:00:00,13546.1025,68.76625
539,16206,2020-06-23 00:00:00,13542.0075,69.9
540,16206,2020-06-24 00:00:00,13476.645,69.94083333
541,16206,2020-06-25 00:00:00,13481.685,73.09416667
542,16206,2020-06-26 00:00:00,13462.47,72.24791667
543,16206,2020-06-27 00:00:00,13440.8925,66.91166667
544,16206,2020-06-28 00:00:00,13461.0525,71.05541667
545,16206,2020-06-29 00:00:00,13461.21,72.78833333
546,16206,2020-06-30 00:00:00,5744.8125,75.32791667
547,16206,2020-07-01 00:00:00,807.0300000000011,68.465
548,16206,2020-07-02 00:00:00,831.7575000000011,70.61875
549,16206,2020-07-03 00:00:00,823.5675,75.27875
550,16206,2020-07-04 00:00:00,807.1875,75.50333333
551,16206,2020-07-05 00:00:00,822.15,71.82375
552,16206,2020-07-06 00:00:00,838.0575,72.43958333
553,16206,2020-07-07 00:00:00,841.68,75.49166667
554,16206,2020-07-08 00:00:00,827.032500000001,78.23625
555,16206,2020-07-09 00:00:00,827.9775000000011,76.47916667
556,16206,2020-07-10 00:00:00,833.9625000000011,75.61833333
557,16206,2020-07-11 00:00:00,815.692500000001,79.25833333
558,16206,2020-07-12 00:00:00,825.9300000000011,78.17875
559,16206,2020-07-13 00:00:00,806.557500000001,79.01875
560,16206,2020-07-14 00:00:00,779.782500000001,77.39333333
561,16206,2020-07-15 00:00:00,776.790000000002,66.61541667
562,16206,2020-07-16 00:00:00,804.8250000000011,67.92291667
563,16206,2020-07-17 00:00:00,835.537500000001,74.87208333
564,16206,2020-07-18 00:00:00,826.5600000000011,78.34041667
565,16206,2020-07-19 00:00:00,805.6125000000011,79.40833333
566,16206,2020-07-20 00:00:00,803.407500000001,76.15375
