idx,time,Temp,dailyDelivered,isWeekend
1,1/1/2019 0:00,5.541666667,13114.5525,FALSE
2,1/2/2019 0:00,19.23791667,13111.0875,FALSE
3,1/3/2019 0:00,32.9275,13131.5625,FALSE
4,1/4/2019 0:00,39.55958333,13136.76,FALSE
5,1/5/2019 0:00,41.17291667,13140.0675,TRUE
6,1/6/2019 0:00,40.68541667,13146.21,TRUE
7,1/7/2019 0:00,39.69208333,13033.125,FALSE
8,1/8/2019 0:00,32.37166667,12929.3325,FALSE
9,1/9/2019 0:00,30.22,18382.2975,FALSE
10,1/10/2019 0:00,42.04625,18546.255,FALSE
11,1/11/2019 0:00,36.99333333,19773.18,FALSE
12,1/12/2019 0:00,34.28916667,19760.265,TRUE
13,1/13/2019 0:00,28.33375,19745.46,TRUE
14,1/14/2019 0:00,30.34291667,19484.64,FALSE
15,1/15/2019 0:00,32.88291667,19730.8125,FALSE
16,1/16/2019 0:00,36.28666667,19724.1975,FALSE
17,1/17/2019 0:00,39.3575,19741.05,FALSE
18,1/18/2019 0:00,35.46166667,18926.3025,FALSE
19,1/19/2019 0:00,33.01375,19695.8475,TRUE
20,1/20/2019 0:00,37.18,19713.8025,TRUE
21,1/21/2019 0:00,33.635,19701.36,FALSE
22,1/22/2019 0:00,26.48083333,19710.495,FALSE
23,1/23/2019 0:00,26.96458333,19699.6275,FALSE
24,1/24/2019 0:00,22.56791667,16456.86,FALSE
25,1/25/2019 0:00,24.27875,18747.225,FALSE
26,1/26/2019 0:00,31.42875,19712.5425,TRUE
27,1/27/2019 0:00,40.5775,19747.5075,TRUE
28,1/28/2019 0:00,26.69666667,18840.6225,FALSE
29,1/29/2019 0:00,20.67083333,19660.095,FALSE
30,1/30/2019 0:00,24.46041667,19671.5925,FALSE
31,1/31/2019 0:00,34.40791667,19681.2,FALSE
32,2/1/2019 0:00,38.07875,19710.18,FALSE
33,2/2/2019 0:00,40.39875,19728.9225,TRUE
34,2/3/2019 0:00,43.30208333,19764.5175,TRUE
35,2/4/2019 0:00,35.50458333,19720.89,FALSE
36,2/5/2019 0:00,27.60916667,19704.195,FALSE
37,2/6/2019 0:00,13.45416667,19675.53,FALSE
38,2/7/2019 0:00,1.414166667,19674.7425,FALSE
39,2/8/2019 0:00,11.32166667,19674.9,FALSE
40,2/9/2019 0:00,21.4175,19677.2625,TRUE
41,2/10/2019 0:00,21.34916667,19677.2625,TRUE
42,2/11/2019 0:00,22.09625,19698.9975,FALSE
43,2/12/2019 0:00,37.09166667,19723.8825,FALSE
44,2/13/2019 0:00,44.8775,19769.2425,FALSE
45,2/14/2019 0:00,41.29041667,19607.49,FALSE
